text,top_terms
"texts\economics\Набиуллина допустила, что Центробанк может повысить ставку выше 21% в декабре.txt","{'ставка': 0.04477611940298507, 'повышать': 0.04477611940298507, 'ключевой': 0.029850746268656716, 'регулятор': 0.029850746268656716, 'учет': 0.029850746268656716, 'мочь': 0.029850746268656716, 'годовой': 0.029850746268656716, 'процент': 0.029850746268656716, 'декабрь': 0.029850746268656716, 'заседание': 0.029850746268656716}"
texts\economics\Набиуллина объяснила рост цен в 2024 году перегревом спроса.txt,"{'рост': 0.05333333333333334, 'регулятор': 0.04, 'глава': 0.04, 'цена': 0.04, 'ключевой': 0.02666666666666667, 'перегрев': 0.02666666666666667, 'объяснять': 0.02666666666666667, 'ставка': 0.02666666666666667, 'спрос': 0.02666666666666667, 'слово': 0.02666666666666667}"
texts\economics\Пять компаний получили сертификаты «Сделано в России» по соглашению с РЭЦ.txt,"{'риа': 0.05063291139240506, 'сертификат': 0.05063291139240506, 'новость': 0.05063291139240506, 'россия': 0.05063291139240506, 'сделать': 0.0379746835443038, 'компания': 0.0379746835443038, 'получать': 0.0379746835443038, 'соглашение': 0.02531645569620253, 'продвижение': 0.02531645569620253, 'пять': 0.02531645569620253}"
texts\economics\токенизированные RWA-активы станут конкурентами USDT от Tether.txt,"{'РБК': 0.08771929824561403, 'RWA': 0.05263157894736842, 'токенизировать': 0.03508771929824561, 'токен': 0.03508771929824561, 'актив': 0.03508771929824561, 'новый': 0.017543859649122806, 'разрешать': 0.017543859649122806, 'сектор': 0.017543859649122806, 'тенденция': 0.017543859649122806, 'криптоэкономика': 0.017543859649122806}"
"texts\economics\Чистая прибыль Mercedes-Benz в III кв. упала в два раза, не оправдав прогнозов.txt","{'Mercedes': 0.05555555555555555, 'млрд': 0.05555555555555555, 'продавать': 0.037037037037037035, 'Benz': 0.037037037037037035, 'интерфакс': 0.037037037037037035, 'чистый': 0.037037037037037035, 'автомобиль': 0.037037037037037035, 'квартал': 0.037037037037037035, 'год': 0.037037037037037035, 'снижаться': 0.037037037037037035}"
texts\economics\Экономист Беляев назвал самым выгодным способом вложения денег вклады в банках.txt,"{'вклад': 0.038461538461538464, 'банк': 0.038461538461538464, 'беляев': 0.02564102564102564, 'экономист': 0.02564102564102564, 'способ': 0.02564102564102564, 'ru': 0.02564102564102564, 'вложение': 0.02564102564102564, 'Lenta': 0.02564102564102564, 'ридус': 0.02564102564102564, 'правило': 0.01282051282051282}"
texts\economics\Эксперты РБК дали прогноз по курсу рубля после решения ЦБ по ставке.txt,"{'РБК': 0.06578947368421052, 'ставка': 0.05263157894736842, 'год': 0.05263157894736842, 'цб': 0.039473684210526314, 'цель': 0.02631578947368421, 'кредит': 0.02631578947368421, 'эксперт': 0.02631578947368421, 'пересчет': 0.02631578947368421, 'октябрь': 0.02631578947368421, 'инфляция': 0.02631578947368421}"
texts\science\Clone создали искусственные мышцы для роботов.txt,"{'робот': 0.08, 'N': 0.06, 'тело': 0.04, 'создавать': 0.04, 'искусственный': 0.04, 'Clone': 0.04, 'мышца': 0.04, 'двигать': 0.02, 'анатомия': 0.02, 'гидравлический': 0.02}"
texts\science\JAMA Ophthalmology добавки с куркумином защищают от потери зрения.txt,"{'развитие': 0.05172413793103448, 'куркумин': 0.05172413793103448, 'Anonsens': 0.05172413793103448, 'риск': 0.05172413793103448, 'дегенерация': 0.034482758620689655, 'макулярный': 0.034482758620689655, 'возрастной': 0.034482758620689655, 'Ophthalmology': 0.034482758620689655, 'слепота': 0.034482758620689655, 'добавка': 0.034482758620689655}"
texts\science\LU химики приблизились к открытию самого тяжелого элемента таблицы Менделеева.txt,"{'элемент': 0.07246376811594203, 'экоправда': 0.043478260869565216, 'ученый': 0.028985507246376812, 'сверхтяжелый': 0.028985507246376812, 'таблица': 0.028985507246376812, 'исследование': 0.028985507246376812, 'год': 0.028985507246376812, 'тяжелый': 0.028985507246376812, 'эксперимент': 0.028985507246376812, 'ход': 0.014492753623188406}"
"texts\science\«Палеороботы» расскажут ученым, как рыбы вышли на сушу.txt","{'рыба': 0.058823529411764705, 'древний': 0.04411764705882353, 'ученый': 0.029411764705882353, 'ru': 0.029411764705882353, 'ишид': 0.029411764705882353, 'Lenta': 0.029411764705882353, 'выходить': 0.029411764705882353, 'сушить': 0.029411764705882353, 'рассказывать': 0.014705882352941176, 'современный': 0.014705882352941176}"
texts\science\Академик Черниговская сравнила интеллект человека и ИИ.txt,"{'человек': 0.06097560975609756, 'экоправда': 0.036585365853658534, 'семиотический': 0.024390243902439025, 'черниговский': 0.024390243902439025, 'ия': 0.024390243902439025, 'академик': 0.024390243902439025, 'ран': 0.024390243902439025, 'интеллект': 0.024390243902439025, 'ключевой': 0.012195121951219513, 'современный': 0.012195121951219513}"
texts\science\В горах Узбекистана найдены два средневековых города Шёлкового пути.txt,"{'окружать': 0.029411764705882353, 'узбекистан': 0.029411764705882353, 'газета': 0.029411764705882353, 'гора': 0.029411764705882353, 'российский': 0.029411764705882353, 'средневековый': 0.029411764705882353, 'друг': 0.029411764705882353, 'город': 0.029411764705882353, 'два': 0.029411764705882353, 'обнаруживать': 0.014705882352941176}"
texts\science\В Сибири первую фазу испытаний прошло единственное в России лекарство от рака.txt,"{'испытание': 0.06153846153846154, 'препарат': 0.06153846153846154, 'первый': 0.046153846153846156, 'фаза': 0.046153846153846156, 'единственный': 0.03076923076923077, 'проходить': 0.03076923076923077, 'сибирь': 0.03076923076923077, 'риа': 0.03076923076923077, 'новость': 0.03076923076923077, 'вводить': 0.03076923076923077}"
texts\science\Идет расследование новой тайны обнаружено «нечто» в телах перуанских мумий.txt,"{'обнаруживать': 0.034482758620689655, 'перо': 0.034482758620689655, 'мумия': 0.034482758620689655, 'подделка': 0.017241379310344827, 'современный': 0.017241379310344827, 'ученый': 0.017241379310344827, 'предполагать': 0.017241379310344827, 'новый': 0.017241379310344827, 'образец': 0.017241379310344827, 'осмий': 0.017241379310344827}"
texts\science\Исследование раскрывает новую роль воспалительного белка в жировой ткани.txt,"{'Android': 0.047619047619047616, 'com': 0.047619047619047616, 'исследование': 0.047619047619047616, 'robot': 0.047619047619047616, 'новый': 0.03571428571428571, 'жировой': 0.03571428571428571, 'энергия': 0.03571428571428571, 'воспалительный': 0.03571428571428571, 'IL': 0.03571428571428571, 'белок': 0.023809523809523808}"
texts\science\Российские нейросети помогут в мониторинге земель.txt,"{'объект': 0.039473684210526314, 'PointNext': 0.02631578947368421, 'данные': 0.02631578947368421, 'алгоритм': 0.02631578947368421, 'нейросеть': 0.02631578947368421, 'российский': 0.02631578947368421, 'постройка': 0.02631578947368421, 'земля': 0.02631578947368421, 'маркс': 0.02631578947368421, 'карл': 0.02631578947368421}"
texts\science\Учёные разработали микророботов для точной доставки лекарств.txt,"{'Ferra': 0.04285714285714286, 'микроробот': 0.04285714285714286, 'лекарство': 0.04285714285714286, 'ученый': 0.02857142857142857, 'разрабатывать': 0.02857142857142857, 'доставка': 0.02857142857142857, 'ход': 0.014285714285714285, 'новый': 0.014285714285714285, 'технологический': 0.014285714285714285, 'зерно': 0.014285714285714285}"
texts\science\Учёные рассказали о важности генеративного ИИ в образовании будущего.txt,"{'ия': 0.036585365853658534, 'РБК': 0.024390243902439025, 'Ferra': 0.024390243902439025, 'москва': 0.024390243902439025, 'оценка': 0.024390243902439025, 'важность': 0.024390243902439025, 'GenAI': 0.024390243902439025, 'работа': 0.024390243902439025, 'санкт-петербург': 0.024390243902439025, 'ключевой': 0.012195121951219513}"
"texts\science\Учёные рассказали, что красное мясо способствует развитию рака.txt","{'рак': 0.07407407407407407, 'ученый': 0.037037037037037035, 'теломераз': 0.037037037037037035, 'колоректальный': 0.037037037037037035, 'мясо': 0.037037037037037035, 'красный': 0.037037037037037035, 'фермент': 0.037037037037037035, 'медиапоток': 0.037037037037037035, 'способствовать': 0.037037037037037035, 'замедлять': 0.018518518518518517}"
"texts\science\Учёный объяснил, могут ли грибки привести к зомби-апокалипсису.txt","{'Today': 0.0410958904109589, 'Planet': 0.0410958904109589, 'ученый': 0.0273972602739726, 'насекомое': 0.0273972602739726, 'гигиена': 0.0273972602739726, 'грибок': 0.0273972602739726, 'обнаруживать': 0.0136986301369863, 'периодический': 0.0136986301369863, 'больший': 0.0136986301369863, 'cicadina': 0.0136986301369863}"
"texts\science\Учёными озвучены ТОП-6 ключевых эпигенетических признаков того, что идет рак.txt","{'ученый': 0.044444444444444446, 'эпигенетический': 0.044444444444444446, 'UfacityNews': 0.044444444444444446, 'ru': 0.044444444444444446, 'ген': 0.044444444444444446, 'ключевой': 0.022222222222222223, 'озвучивать': 0.022222222222222223, 'ядро': 0.022222222222222223, 'рассказывать': 0.022222222222222223, 'влиять': 0.022222222222222223}"
texts\science\Ученые выявили самый мощный вулканический выброс за последние 10 тыс. лет.txt,"{'вулкан': 0.047058823529411764, 'ученый': 0.03529411764705882, 'кикать': 0.03529411764705882, 'последний': 0.03529411764705882, 'год': 0.03529411764705882, 'извержение': 0.023529411764705882, 'объем': 0.023529411764705882, 'аномальный': 0.023529411764705882, 'километр': 0.023529411764705882, 'ru': 0.023529411764705882}"
texts\science\Ученые создали цифровые двойники пациентов для прогнозирования лечения рака.txt,"{'Ferra': 0.06153846153846154, 'ученый': 0.046153846153846156, 'пациент': 0.046153846153846156, 'лечение': 0.046153846153846156, 'метод': 0.03076923076923077, 'точный': 0.03076923076923077, 'испытание': 0.03076923076923077, 'использовать': 0.03076923076923077, 'двойник': 0.03076923076923077, 'технология': 0.03076923076923077}"
texts\sport\«Он — рок-звезда!» Реакция Америки на грандиозное достижение Бобровского в НХЛ.txt,"{'чемпионат': 0.0975609756097561, 'достижение': 0.04878048780487805, 'реакция': 0.04878048780487805, 'победа': 0.04878048780487805, 'америка': 0.04878048780487805, 'бобровский': 0.04878048780487805, 'матч': 0.04878048780487805, 'уникальный': 0.024390243902439025, 'й': 0.024390243902439025, 'вратарь': 0.024390243902439025}"
"texts\sport\«Тампа» дома проиграла «Миннесоте», Капризов и Кучеров забросили шайбы.txt","{'тампа': 0.05660377358490566, 'лайтнинг': 0.03773584905660377, 'риа': 0.03773584905660377, 'миннесота': 0.03773584905660377, 'новость': 0.03773584905660377, 'каприз': 0.03773584905660377, 'кучер': 0.03773584905660377, 'матч': 0.03773584905660377, 'национальный': 0.018867924528301886, 'хоккейный': 0.018867924528301886}"
texts\sport\Бобровского признали первой звездой дня в НХЛ после рекордной 400-й победы.txt,"{'матч': 0.057971014492753624, 'признавать': 0.043478260869565216, 'звезда': 0.043478260869565216, 'бобровский': 0.043478260869565216, 'флорида': 0.043478260869565216, 'первый': 0.028985507246376812, 'победа': 0.028985507246376812, 'день': 0.028985507246376812, 'национальный': 0.014492753623188406, 'гостевой': 0.014492753623188406}"
texts\sport\Болельщики «Спартака» скандировали «СКА - позор российского хоккея» на матче КХЛ.txt,"{'ска': 0.08, 'кхл': 0.04, 'спартак': 0.04, 'чемпионат': 0.04, 'хоккей': 0.04, 'скандировать': 0.04, 'российский': 0.04, 'болельщик': 0.04, 'позор': 0.04, 'матч': 0.04}"
texts\sport\Воспитанник «Краснодара» Дашин В США ни разу не столкнулся с дискриминацией.txt,"{'краснодар': 0.06666666666666667, 'сша': 0.05, 'воспитанник': 0.05, 'ru': 0.05, 'дашин': 0.03333333333333333, 'News': 0.03333333333333333, 'рассказывать': 0.016666666666666666, 'ratings': 0.016666666666666666, 'являться': 0.016666666666666666, 'очко': 0.016666666666666666}"
texts\sport\Гран При Мехико Элементы силовых установок.txt,"{'ru': 0.0547945205479452, 'элемент': 0.0410958904109589, 'мехико': 0.0410958904109589, 'установка': 0.0410958904109589, 'силовой': 0.0410958904109589, 'перед': 0.0273972602739726, 'гран': 0.0273972602739726, 'команда': 0.0273972602739726, 'гонщик': 0.0273972602739726, 'MGU': 0.0273972602739726}"
texts\sport\Евгений Кузнецов заработал три удаления за первые 10 минут матча со «Спартаком».txt,"{'кузнецов': 0.058823529411764705, 'спартак': 0.0392156862745098, 'первый': 0.0392156862745098, 'евгений': 0.0392156862745098, 'Smotrim': 0.0392156862745098, 'удаление': 0.0392156862745098, 'ru': 0.0392156862745098, 'зарабатывать': 0.0392156862745098, 'минута': 0.0392156862745098, 'три': 0.0392156862745098}"
texts\sport\Колапинто проигнорировал Брандла в Остине из-за слов о Пересе.txt,"{'колапинто': 0.07272727272727272, 'чемпионат': 0.05454545454545454, 'брандл': 0.05454545454545454, 'остин': 0.03636363636363636, 'франко': 0.03636363636363636, 'команда': 0.03636363636363636, 'слово': 0.03636363636363636, 'перес': 0.03636363636363636, 'Sports': 0.03636363636363636, 'проигнорировать': 0.03636363636363636}"
texts\sport\Мадридский «Реал» хочет вернуть ветерана в Ла Лигу из «Аль-Насра».txt,"{'реал': 0.0392156862745098, 'насра': 0.0392156862745098, 'клуб': 0.0392156862745098, 'саудовский': 0.0392156862745098, 'Legalbet': 0.0392156862745098, 'лапорт': 0.0392156862745098, 'мадридский': 0.0392156862745098, 'аль': 0.0392156862745098, 'состав': 0.0196078431372549, 'соглашение': 0.0196078431372549}"
texts\sport\Назван лучший игрок Ла Лиги в XXI веке.txt,"{'местись': 0.05660377358490566, 'чемпионат': 0.05660377358490566, 'барселона': 0.05660377358490566, 'хороший': 0.03773584905660377, 'ру': 0.03773584905660377, 'футбол': 0.03773584905660377, 'евро': 0.03773584905660377, 'XXI': 0.018867924528301886, 'выезд': 0.018867924528301886, 'реал': 0.018867924528301886}"
texts\sport\Получивший паспорт РФ защитник «Зенита» Сантос встанет на воинский учёт.txt,"{'сантос': 0.06153846153846154, 'защитник': 0.046153846153846156, 'зенит': 0.046153846153846156, 'учет': 0.03076923076923077, 'пятикратный': 0.03076923076923077, 'вставать': 0.03076923076923077, 'петербургский': 0.03076923076923077, 'российский': 0.03076923076923077, 'паспорт': 0.03076923076923077, 'воинский': 0.03076923076923077}"
"texts\sport\Хэмилтон обратил внимание, что Ферстаппен использует спорные маневры.txt","{'ru': 0.05405405405405406, 'ферстаппный': 0.05405405405405406, 'хэмилтон': 0.05405405405405406, 'ratings': 0.04054054054054054, 'Bookmaker': 0.04054054054054054, 'ландо': 0.04054054054054054, 'макс': 0.04054054054054054, 'трасса': 0.04054054054054054, 'штраф': 0.02702702702702703, 'предел': 0.02702702702702703}"
"texts\sport\Экс-тренер Федерера Любич Думаю, что сам Джокович не знает, что сейчас делать.txt","{'ru': 0.06896551724137931, 'GoTennis': 0.05172413793103448, 'джокович': 0.05172413793103448, 'федерер': 0.034482758620689655, 'экс': 0.034482758620689655, 'новак': 0.034482758620689655, 'тренер': 0.034482758620689655, 'теннисист': 0.034482758620689655, 'любичич': 0.017241379310344827, 'август': 0.017241379310344827}"
